,bucket_en_entier,bucket,ID,Sex,Good sex prediction,age,Age predicted
10358,7,"(45, 65]",10359.0,1.0,1.0,56.0,3.0
12227,6,"(40, 45]",12228.0,1.0,1.0,43.0,1.0
19120,7,"(45, 65]",19121.0,0.0,1.0,61.0,3.0
37547,4,"(30, 35]",37548.0,1.0,1.0,32.0,2.0
13441,3,"(25, 30]",13442.0,1.0,1.0,29.0,1.0
5985,7,"(45, 65]",5986.0,0.0,0.0,53.0,1.0
1224,7,"(45, 65]",1225.0,1.0,1.0,55.0,1.0
37153,7,"(45, 65]",37154.0,0.0,0.0,57.0,3.0
25611,7,"(45, 65]",25612.0,1.0,1.0,51.0,3.0
35816,5,"(35, 40]",35817.0,0.0,1.0,39.0,1.0
25862,6,"(40, 45]",25863.0,1.0,0.0,44.0,2.0
11204,7,"(45, 65]",11205.0,1.0,1.0,61.0,1.0
34168,5,"(35, 40]",34169.0,0.0,0.0,38.0,3.0
16247,3,"(25, 30]",16248.0,0.0,0.0,29.0,1.0
10621,3,"(25, 30]",10622.0,0.0,1.0,28.0,2.0
588,3,"(25, 30]",589.0,0.0,1.0,29.0,2.0
38965,3,"(25, 30]",38966.0,1.0,1.0,30.0,1.0
5645,5,"(35, 40]",5646.0,0.0,1.0,39.0,3.0
19359,7,"(45, 65]",19360.0,0.0,1.0,48.0,1.0
36572,5,"(35, 40]",36573.0,1.0,1.0,37.0,2.0
3835,9,"(70, 150]",3836.0,1.0,0.0,76.0,1.0
37066,7,"(45, 65]",37067.0,0.0,0.0,63.0,2.0
11678,7,"(45, 65]",11679.0,1.0,0.0,60.0,2.0
33283,5,"(35, 40]",33284.0,0.0,1.0,37.0,1.0
25924,2,"(20, 25]",25925.0,0.0,1.0,24.0,2.0
32091,2,"(20, 25]",32092.0,0.0,0.0,23.0,2.0
6470,4,"(30, 35]",6471.0,1.0,1.0,34.0,3.0
19576,8,"(65, 70]",19577.0,0.0,0.0,70.0,1.0
6149,7,"(45, 65]",6150.0,1.0,1.0,59.0,2.0
24114,7,"(45, 65]",24115.0,0.0,1.0,53.0,1.0
35025,7,"(45, 65]",35026.0,1.0,1.0,46.0,1.0
19156,7,"(45, 65]",19157.0,0.0,0.0,48.0,3.0
7770,7,"(45, 65]",7771.0,0.0,0.0,62.0,1.0
25590,2,"(20, 25]",25591.0,0.0,0.0,22.0,3.0
32626,4,"(30, 35]",32627.0,1.0,1.0,35.0,2.0
9248,8,"(65, 70]",9249.0,1.0,1.0,66.0,3.0
28084,7,"(45, 65]",28085.0,0.0,1.0,54.0,1.0
12553,2,"(20, 25]",12554.0,0.0,0.0,23.0,2.0
27806,7,"(45, 65]",27807.0,0.0,1.0,51.0,0.0
2102,7,"(45, 65]",2103.0,1.0,0.0,52.0,3.0
28990,7,"(45, 65]",28991.0,1.0,1.0,51.0,1.0
9330,7,"(45, 65]",9331.0,1.0,1.0,49.0,3.0
9853,7,"(45, 65]",9854.0,1.0,1.0,52.0,3.0
29274,6,"(40, 45]",29275.0,0.0,1.0,44.0,1.0
13152,6,"(40, 45]",13153.0,1.0,1.0,41.0,1.0
5170,4,"(30, 35]",5171.0,0.0,1.0,34.0,2.0
10923,8,"(65, 70]",10924.0,1.0,1.0,69.0,1.0
4362,6,"(40, 45]",4363.0,1.0,1.0,43.0,2.0
31746,4,"(30, 35]",31747.0,1.0,0.0,31.0,2.0
7042,3,"(25, 30]",7043.0,0.0,1.0,30.0,1.0
3172,8,"(65, 70]",3173.0,0.0,0.0,66.0,3.0
29859,3,"(25, 30]",29860.0,0.0,0.0,27.0,1.0
15544,6,"(40, 45]",15545.0,1.0,1.0,44.0,1.0
31142,8,"(65, 70]",31143.0,1.0,1.0,68.0,2.0
7015,4,"(30, 35]",7016.0,0.0,1.0,31.0,1.0
17570,2,"(20, 25]",17571.0,1.0,1.0,24.0,2.0
9471,7,"(45, 65]",9472.0,1.0,1.0,53.0,1.0
8886,6,"(40, 45]",8887.0,0.0,0.0,42.0,3.0
16237,7,"(45, 65]",16238.0,0.0,0.0,63.0,1.0
3354,5,"(35, 40]",3355.0,0.0,1.0,37.0,3.0
18476,7,"(45, 65]",18477.0,0.0,0.0,54.0,1.0
10770,7,"(45, 65]",10771.0,0.0,1.0,50.0,3.0
27431,5,"(35, 40]",27432.0,1.0,1.0,39.0,2.0
16733,2,"(20, 25]",16734.0,1.0,1.0,24.0,1.0
26038,7,"(45, 65]",26039.0,0.0,0.0,59.0,2.0
24863,4,"(30, 35]",24864.0,0.0,1.0,33.0,1.0
5969,8,"(65, 70]",5970.0,1.0,1.0,66.0,3.0
8918,8,"(65, 70]",8919.0,0.0,1.0,68.0,2.0
32449,7,"(45, 65]",32450.0,0.0,0.0,50.0,1.0
31941,7,"(45, 65]",31942.0,0.0,0.0,50.0,3.0
32256,2,"(20, 25]",32257.0,0.0,1.0,25.0,1.0
4768,7,"(45, 65]",4769.0,1.0,1.0,59.0,1.0
21480,8,"(65, 70]",21481.0,1.0,1.0,67.0,1.0
4353,7,"(45, 65]",4354.0,1.0,1.0,63.0,1.0
18985,6,"(40, 45]",18986.0,0.0,1.0,44.0,1.0
3096,7,"(45, 65]",3097.0,0.0,0.0,54.0,1.0
6179,5,"(35, 40]",6180.0,1.0,0.0,36.0,2.0
39042,7,"(45, 65]",39043.0,0.0,0.0,49.0,1.0
16889,7,"(45, 65]",16890.0,1.0,1.0,56.0,1.0
1171,7,"(45, 65]",1172.0,0.0,0.0,52.0,1.0
18847,7,"(45, 65]",18848.0,1.0,1.0,57.0,3.0
28483,7,"(45, 65]",28484.0,1.0,1.0,49.0,2.0
30753,5,"(35, 40]",30754.0,0.0,0.0,40.0,1.0
3804,4,"(30, 35]",3805.0,0.0,1.0,33.0,3.0
2052,7,"(45, 65]",2053.0,1.0,1.0,52.0,2.0
31595,9,"(70, 150]",31596.0,1.0,1.0,72.0,1.0
5831,5,"(35, 40]",5832.0,1.0,0.0,36.0,3.0
15205,7,"(45, 65]",15206.0,0.0,0.0,48.0,3.0
163,7,"(45, 65]",164.0,0.0,0.0,52.0,1.0
793,7,"(45, 65]",794.0,1.0,1.0,47.0,1.0
6733,7,"(45, 65]",6734.0,1.0,1.0,65.0,1.0
15351,7,"(45, 65]",15352.0,1.0,1.0,46.0,1.0
19604,7,"(45, 65]",19605.0,0.0,1.0,47.0,2.0
12450,5,"(35, 40]",12451.0,0.0,1.0,36.0,2.0
1244,4,"(30, 35]",1245.0,0.0,1.0,31.0,2.0
29455,4,"(30, 35]",29456.0,0.0,0.0,31.0,1.0
24071,7,"(45, 65]",24072.0,1.0,1.0,57.0,1.0
24177,0,"(14, 18]",24178.0,1.0,1.0,18.0,1.0
1424,8,"(65, 70]",1425.0,1.0,1.0,66.0,1.0
36459,7,"(45, 65]",36460.0,1.0,0.0,56.0,1.0
834,7,"(45, 65]",835.0,0.0,1.0,55.0,1.0
25675,4,"(30, 35]",25676.0,0.0,1.0,35.0,2.0
31949,4,"(30, 35]",31950.0,0.0,0.0,32.0,1.0
37234,5,"(35, 40]",37235.0,1.0,1.0,39.0,3.0
19924,4,"(30, 35]",19925.0,0.0,0.0,35.0,1.0
20822,7,"(45, 65]",20823.0,1.0,1.0,59.0,1.0
2188,5,"(35, 40]",2189.0,1.0,1.0,40.0,3.0
11257,7,"(45, 65]",11258.0,0.0,0.0,46.0,1.0
23874,3,"(25, 30]",23875.0,0.0,0.0,30.0,0.0
14019,5,"(35, 40]",14020.0,0.0,1.0,36.0,2.0
34571,6,"(40, 45]",34572.0,1.0,1.0,45.0,1.0
17477,6,"(40, 45]",17478.0,0.0,0.0,42.0,1.0
16139,7,"(45, 65]",16140.0,0.0,0.0,63.0,1.0
7113,7,"(45, 65]",7114.0,1.0,1.0,61.0,1.0
35835,3,"(25, 30]",35836.0,1.0,1.0,29.0,1.0
15212,5,"(35, 40]",15213.0,1.0,1.0,38.0,1.0
25972,7,"(45, 65]",25973.0,0.0,0.0,55.0,3.0
10023,4,"(30, 35]",10024.0,0.0,0.0,34.0,3.0
34360,7,"(45, 65]",34361.0,1.0,1.0,47.0,1.0
11277,2,"(20, 25]",11278.0,0.0,0.0,24.0,1.0
29457,5,"(35, 40]",29458.0,0.0,1.0,36.0,3.0
27464,5,"(35, 40]",27465.0,1.0,0.0,36.0,1.0
20876,3,"(25, 30]",20877.0,0.0,1.0,29.0,2.0
5025,5,"(35, 40]",5026.0,0.0,0.0,37.0,3.0
15855,5,"(35, 40]",15856.0,1.0,1.0,36.0,3.0
27241,7,"(45, 65]",27242.0,1.0,1.0,50.0,1.0
8729,3,"(25, 30]",8730.0,0.0,1.0,26.0,2.0
19631,8,"(65, 70]",19632.0,1.0,1.0,69.0,2.0
14176,7,"(45, 65]",14177.0,1.0,1.0,56.0,2.0
1902,4,"(30, 35]",1903.0,0.0,1.0,33.0,1.0
38697,3,"(25, 30]",38698.0,1.0,1.0,28.0,1.0
18731,5,"(35, 40]",18732.0,1.0,1.0,39.0,2.0
12381,2,"(20, 25]",12382.0,0.0,0.0,25.0,1.0
33771,7,"(45, 65]",33772.0,1.0,1.0,57.0,1.0
1386,4,"(30, 35]",1387.0,0.0,1.0,31.0,3.0
5403,7,"(45, 65]",5404.0,1.0,1.0,51.0,2.0
1834,6,"(40, 45]",1835.0,0.0,0.0,44.0,1.0
20057,5,"(35, 40]",20058.0,0.0,1.0,38.0,2.0
36320,7,"(45, 65]",36321.0,1.0,1.0,55.0,1.0
8148,7,"(45, 65]",8149.0,0.0,1.0,61.0,1.0
24080,2,"(20, 25]",24081.0,0.0,0.0,25.0,1.0
35628,7,"(45, 65]",35629.0,1.0,1.0,58.0,1.0
2808,5,"(35, 40]",2809.0,0.0,0.0,38.0,1.0
32183,3,"(25, 30]",32184.0,0.0,1.0,29.0,1.0
9952,6,"(40, 45]",9953.0,1.0,1.0,42.0,2.0
29616,7,"(45, 65]",29617.0,1.0,1.0,50.0,1.0
11940,7,"(45, 65]",11941.0,0.0,0.0,48.0,1.0
38854,7,"(45, 65]",38855.0,0.0,0.0,50.0,1.0
21809,0,"(14, 18]",21810.0,0.0,0.0,18.0,1.0
6826,5,"(35, 40]",6827.0,0.0,1.0,40.0,2.0
14852,7,"(45, 65]",14853.0,0.0,0.0,52.0,2.0
8828,6,"(40, 45]",8829.0,0.0,1.0,44.0,3.0
31613,7,"(45, 65]",31614.0,1.0,1.0,56.0,1.0
24810,7,"(45, 65]",24811.0,0.0,0.0,47.0,1.0
11464,7,"(45, 65]",11465.0,1.0,1.0,57.0,1.0
2796,5,"(35, 40]",2797.0,1.0,1.0,37.0,3.0
33163,3,"(25, 30]",33164.0,1.0,1.0,27.0,3.0
13578,7,"(45, 65]",13579.0,0.0,0.0,52.0,3.0
30674,8,"(65, 70]",30675.0,1.0,1.0,68.0,1.0
9039,7,"(45, 65]",9040.0,0.0,1.0,57.0,2.0
5699,7,"(45, 65]",5700.0,0.0,1.0,46.0,2.0
22304,3,"(25, 30]",22305.0,0.0,1.0,30.0,0.0
24902,7,"(45, 65]",24903.0,1.0,1.0,58.0,1.0
11305,4,"(30, 35]",11306.0,0.0,1.0,32.0,3.0
15460,7,"(45, 65]",15461.0,1.0,1.0,59.0,1.0
25739,2,"(20, 25]",25740.0,0.0,1.0,25.0,2.0
2650,8,"(65, 70]",2651.0,0.0,1.0,69.0,3.0
13651,2,"(20, 25]",13652.0,0.0,0.0,22.0,1.0
23928,7,"(45, 65]",23929.0,0.0,0.0,48.0,1.0
13845,7,"(45, 65]",13846.0,1.0,1.0,46.0,1.0
23463,7,"(45, 65]",23464.0,0.0,0.0,54.0,3.0
35077,7,"(45, 65]",35078.0,1.0,1.0,54.0,1.0
18496,7,"(45, 65]",18497.0,1.0,1.0,54.0,1.0
26899,7,"(45, 65]",26900.0,0.0,0.0,54.0,3.0
31057,7,"(45, 65]",31058.0,0.0,1.0,61.0,1.0
30683,7,"(45, 65]",30684.0,0.0,0.0,48.0,1.0
32207,8,"(65, 70]",32208.0,1.0,1.0,68.0,1.0
22172,5,"(35, 40]",22173.0,0.0,0.0,39.0,1.0
33721,4,"(30, 35]",33722.0,0.0,1.0,32.0,1.0
21706,5,"(35, 40]",21707.0,1.0,1.0,40.0,1.0
28241,7,"(45, 65]",28242.0,1.0,1.0,58.0,1.0
38895,7,"(45, 65]",38896.0,1.0,1.0,59.0,2.0
30378,5,"(35, 40]",30379.0,0.0,0.0,37.0,3.0
4376,7,"(45, 65]",4377.0,0.0,1.0,56.0,1.0
28639,3,"(25, 30]",28640.0,0.0,0.0,30.0,1.0
22400,7,"(45, 65]",22401.0,1.0,1.0,47.0,2.0
9246,7,"(45, 65]",9247.0,0.0,1.0,50.0,2.0
30398,7,"(45, 65]",30399.0,1.0,1.0,56.0,1.0
27866,7,"(45, 65]",27867.0,0.0,1.0,46.0,1.0
22775,7,"(45, 65]",22776.0,0.0,1.0,58.0,1.0
13333,5,"(35, 40]",13334.0,0.0,0.0,38.0,3.0
24024,7,"(45, 65]",24025.0,0.0,1.0,55.0,1.0
35217,7,"(45, 65]",35218.0,1.0,1.0,59.0,0.0
33421,7,"(45, 65]",33422.0,0.0,0.0,53.0,1.0
31500,7,"(45, 65]",31501.0,0.0,0.0,53.0,1.0
22782,7,"(45, 65]",22783.0,0.0,0.0,63.0,1.0
22582,4,"(30, 35]",22583.0,0.0,0.0,32.0,1.0
9429,7,"(45, 65]",9430.0,0.0,0.0,63.0,1.0
1396,7,"(45, 65]",1397.0,0.0,0.0,58.0,1.0
10681,3,"(25, 30]",10682.0,0.0,1.0,29.0,3.0
2829,7,"(45, 65]",2830.0,1.0,0.0,47.0,3.0
25734,5,"(35, 40]",25735.0,0.0,0.0,37.0,1.0
34525,5,"(35, 40]",34526.0,1.0,1.0,40.0,1.0
14592,6,"(40, 45]",14593.0,0.0,1.0,43.0,2.0
771,4,"(30, 35]",772.0,0.0,1.0,35.0,3.0
35898,7,"(45, 65]",35899.0,0.0,0.0,60.0,1.0
38334,8,"(65, 70]",38335.0,1.0,1.0,67.0,1.0
3379,7,"(45, 65]",3380.0,0.0,0.0,49.0,1.0
12779,7,"(45, 65]",12780.0,0.0,0.0,58.0,1.0
38541,5,"(35, 40]",38542.0,1.0,1.0,39.0,1.0
19344,5,"(35, 40]",19345.0,0.0,1.0,37.0,1.0
33237,6,"(40, 45]",33238.0,0.0,1.0,41.0,1.0
19001,8,"(65, 70]",19002.0,0.0,0.0,68.0,2.0
39033,6,"(40, 45]",39034.0,0.0,0.0,45.0,1.0
33108,7,"(45, 65]",33109.0,0.0,0.0,55.0,1.0
8209,7,"(45, 65]",8210.0,0.0,0.0,59.0,3.0
1521,5,"(35, 40]",1522.0,1.0,1.0,39.0,1.0
5379,7,"(45, 65]",5380.0,0.0,0.0,52.0,1.0
33620,7,"(45, 65]",33621.0,0.0,1.0,60.0,3.0
30005,8,"(65, 70]",30006.0,0.0,1.0,67.0,2.0
32018,7,"(45, 65]",32019.0,1.0,1.0,51.0,1.0
27921,4,"(30, 35]",27922.0,1.0,1.0,33.0,1.0
15364,7,"(45, 65]",15365.0,1.0,1.0,47.0,3.0
1130,7,"(45, 65]",1131.0,1.0,1.0,54.0,1.0
8030,5,"(35, 40]",8031.0,0.0,1.0,37.0,2.0
19689,7,"(45, 65]",19690.0,0.0,1.0,56.0,3.0
25412,9,"(70, 150]",25413.0,0.0,1.0,73.0,3.0
28501,3,"(25, 30]",28502.0,0.0,1.0,28.0,3.0
3403,7,"(45, 65]",3404.0,0.0,0.0,54.0,1.0
34100,8,"(65, 70]",34101.0,1.0,1.0,68.0,1.0
28507,4,"(30, 35]",28508.0,0.0,1.0,33.0,1.0
27417,5,"(35, 40]",27418.0,1.0,1.0,39.0,1.0
4437,5,"(35, 40]",4438.0,0.0,0.0,37.0,1.0
22243,5,"(35, 40]",22244.0,0.0,0.0,37.0,1.0
6080,6,"(40, 45]",6081.0,1.0,1.0,43.0,2.0
12382,8,"(65, 70]",12383.0,1.0,1.0,68.0,3.0
33067,5,"(35, 40]",33068.0,0.0,1.0,38.0,3.0
4979,7,"(45, 65]",4980.0,1.0,1.0,51.0,1.0
7273,7,"(45, 65]",7274.0,0.0,0.0,65.0,1.0
38235,4,"(30, 35]",38236.0,1.0,1.0,34.0,2.0
30631,7,"(45, 65]",30632.0,1.0,0.0,55.0,1.0
15498,5,"(35, 40]",15499.0,1.0,1.0,40.0,1.0
35542,7,"(45, 65]",35543.0,1.0,0.0,63.0,1.0
27227,6,"(40, 45]",27228.0,0.0,1.0,43.0,3.0
11003,5,"(35, 40]",11004.0,1.0,1.0,37.0,3.0
28864,7,"(45, 65]",28865.0,0.0,1.0,51.0,3.0
5601,3,"(25, 30]",5602.0,0.0,1.0,27.0,3.0
29055,4,"(30, 35]",29056.0,0.0,0.0,35.0,1.0
3654,7,"(45, 65]",3655.0,0.0,0.0,51.0,1.0
20599,3,"(25, 30]",20600.0,0.0,0.0,29.0,1.0
26040,7,"(45, 65]",26041.0,0.0,1.0,56.0,1.0
22744,6,"(40, 45]",22745.0,1.0,0.0,43.0,1.0
5666,5,"(35, 40]",5667.0,1.0,1.0,38.0,3.0
16691,4,"(30, 35]",16692.0,0.0,1.0,35.0,1.0
22066,7,"(45, 65]",22067.0,1.0,1.0,47.0,2.0
33094,7,"(45, 65]",33095.0,1.0,0.0,60.0,2.0
8802,7,"(45, 65]",8803.0,0.0,0.0,65.0,1.0
20336,7,"(45, 65]",20337.0,0.0,0.0,59.0,3.0
14718,5,"(35, 40]",14719.0,0.0,0.0,40.0,1.0
32584,4,"(30, 35]",32585.0,0.0,0.0,31.0,1.0
37555,8,"(65, 70]",37556.0,0.0,0.0,68.0,1.0
12416,7,"(45, 65]",12417.0,0.0,1.0,48.0,3.0
8491,4,"(30, 35]",8492.0,0.0,1.0,33.0,3.0
2089,2,"(20, 25]",2090.0,0.0,1.0,25.0,3.0
21658,7,"(45, 65]",21659.0,1.0,1.0,65.0,1.0
7479,3,"(25, 30]",7480.0,1.0,1.0,28.0,1.0
9459,3,"(25, 30]",9460.0,0.0,1.0,28.0,3.0
29049,4,"(30, 35]",29050.0,1.0,1.0,35.0,1.0
16461,5,"(35, 40]",16462.0,0.0,1.0,36.0,1.0
27424,7,"(45, 65]",27425.0,0.0,0.0,48.0,1.0
17386,6,"(40, 45]",17387.0,0.0,1.0,44.0,2.0
36312,3,"(25, 30]",36313.0,0.0,1.0,29.0,0.0
37926,8,"(65, 70]",37927.0,0.0,0.0,69.0,1.0
37810,3,"(25, 30]",37811.0,1.0,1.0,27.0,2.0
19496,3,"(25, 30]",19497.0,1.0,1.0,27.0,1.0
17720,6,"(40, 45]",17721.0,0.0,0.0,43.0,3.0
9302,4,"(30, 35]",9303.0,0.0,0.0,33.0,2.0
36282,5,"(35, 40]",36283.0,0.0,0.0,36.0,1.0
38409,3,"(25, 30]",38410.0,0.0,1.0,26.0,1.0
23110,7,"(45, 65]",23111.0,0.0,0.0,60.0,1.0
24963,7,"(45, 65]",24964.0,0.0,0.0,65.0,1.0
13917,7,"(45, 65]",13918.0,1.0,1.0,48.0,1.0
20058,6,"(40, 45]",20059.0,1.0,0.0,43.0,1.0
32452,3,"(25, 30]",32453.0,0.0,0.0,28.0,1.0
23171,7,"(45, 65]",23172.0,0.0,1.0,61.0,1.0
29391,5,"(35, 40]",29392.0,1.0,1.0,39.0,3.0
16224,6,"(40, 45]",16225.0,0.0,0.0,42.0,1.0
28632,4,"(30, 35]",28633.0,0.0,0.0,31.0,0.0
18404,7,"(45, 65]",18405.0,0.0,1.0,59.0,1.0
31038,7,"(45, 65]",31039.0,1.0,1.0,55.0,2.0
33698,1,"(18, 20]",33699.0,0.0,0.0,19.0,1.0
5925,7,"(45, 65]",5926.0,0.0,0.0,53.0,1.0
14741,7,"(45, 65]",14742.0,0.0,0.0,52.0,2.0
37030,7,"(45, 65]",37031.0,1.0,1.0,47.0,1.0
13115,3,"(25, 30]",13116.0,0.0,0.0,27.0,1.0
12626,4,"(30, 35]",12627.0,0.0,0.0,35.0,1.0
33995,7,"(45, 65]",33996.0,1.0,1.0,52.0,3.0
6447,4,"(30, 35]",6448.0,1.0,1.0,32.0,1.0
10832,7,"(45, 65]",10833.0,0.0,0.0,51.0,1.0
25628,5,"(35, 40]",25629.0,0.0,0.0,37.0,1.0
34638,9,"(70, 150]",34639.0,1.0,1.0,73.0,3.0
31816,3,"(25, 30]",31817.0,0.0,1.0,30.0,1.0
10191,5,"(35, 40]",10192.0,0.0,1.0,39.0,3.0
15412,6,"(40, 45]",15413.0,1.0,1.0,44.0,2.0
33583,5,"(35, 40]",33584.0,1.0,1.0,40.0,2.0
6588,6,"(40, 45]",6589.0,0.0,1.0,43.0,2.0
31488,2,"(20, 25]",31489.0,1.0,1.0,23.0,1.0
6175,7,"(45, 65]",6176.0,0.0,0.0,64.0,1.0
18914,7,"(45, 65]",18915.0,1.0,0.0,55.0,2.0
6768,7,"(45, 65]",6769.0,1.0,1.0,61.0,0.0
30592,4,"(30, 35]",30593.0,1.0,1.0,31.0,2.0
33825,6,"(40, 45]",33826.0,0.0,1.0,41.0,1.0
37801,9,"(70, 150]",37802.0,1.0,1.0,74.0,1.0
29520,7,"(45, 65]",29521.0,0.0,0.0,63.0,1.0
17452,6,"(40, 45]",17453.0,1.0,1.0,43.0,0.0
34173,7,"(45, 65]",34174.0,1.0,1.0,46.0,2.0
36249,4,"(30, 35]",36250.0,0.0,1.0,32.0,1.0
14049,7,"(45, 65]",14050.0,1.0,1.0,50.0,1.0
19466,7,"(45, 65]",19467.0,1.0,1.0,56.0,1.0
237,5,"(35, 40]",238.0,1.0,1.0,37.0,3.0
7398,7,"(45, 65]",7399.0,0.0,1.0,49.0,2.0
4291,3,"(25, 30]",4292.0,0.0,0.0,30.0,3.0
32107,7,"(45, 65]",32108.0,1.0,1.0,65.0,2.0
9773,6,"(40, 45]",9774.0,1.0,1.0,41.0,3.0
5621,7,"(45, 65]",5622.0,0.0,1.0,47.0,3.0
33533,7,"(45, 65]",33534.0,0.0,1.0,53.0,1.0
12359,8,"(65, 70]",12360.0,1.0,1.0,67.0,1.0
8624,9,"(70, 150]",8625.0,0.0,1.0,75.0,1.0
26483,5,"(35, 40]",26484.0,0.0,1.0,36.0,1.0
3275,6,"(40, 45]",3276.0,0.0,1.0,43.0,2.0
10092,7,"(45, 65]",10093.0,1.0,0.0,56.0,2.0
5424,6,"(40, 45]",5425.0,0.0,1.0,43.0,1.0
4836,6,"(40, 45]",4837.0,0.0,0.0,42.0,1.0
2687,7,"(45, 65]",2688.0,0.0,0.0,65.0,1.0
28678,2,"(20, 25]",28679.0,0.0,1.0,23.0,1.0
10139,5,"(35, 40]",10140.0,0.0,1.0,36.0,2.0
9451,5,"(35, 40]",9452.0,0.0,1.0,37.0,1.0
20782,8,"(65, 70]",20783.0,1.0,1.0,66.0,1.0
18194,5,"(35, 40]",18195.0,0.0,1.0,37.0,2.0
30564,6,"(40, 45]",30565.0,1.0,0.0,43.0,1.0
24464,6,"(40, 45]",24465.0,0.0,0.0,45.0,1.0
30084,7,"(45, 65]",30085.0,0.0,0.0,54.0,1.0
36878,9,"(70, 150]",36879.0,1.0,1.0,71.0,1.0
30838,3,"(25, 30]",30839.0,0.0,1.0,27.0,0.0
22306,7,"(45, 65]",22307.0,1.0,1.0,50.0,3.0
13198,7,"(45, 65]",13199.0,1.0,1.0,52.0,1.0
27995,7,"(45, 65]",27996.0,0.0,1.0,49.0,1.0
36336,7,"(45, 65]",36337.0,1.0,1.0,50.0,2.0
24223,7,"(45, 65]",24224.0,0.0,0.0,50.0,1.0
35250,7,"(45, 65]",35251.0,1.0,1.0,49.0,3.0
22615,7,"(45, 65]",22616.0,1.0,1.0,50.0,2.0
3069,6,"(40, 45]",3070.0,0.0,0.0,43.0,1.0
14682,3,"(25, 30]",14683.0,0.0,1.0,28.0,1.0
30248,5,"(35, 40]",30249.0,0.0,1.0,38.0,3.0
36199,6,"(40, 45]",36200.0,0.0,0.0,42.0,3.0
22718,9,"(70, 150]",22719.0,0.0,1.0,78.0,2.0
2789,7,"(45, 65]",2790.0,0.0,1.0,50.0,1.0
30220,7,"(45, 65]",30221.0,0.0,0.0,56.0,1.0
15238,4,"(30, 35]",15239.0,1.0,1.0,35.0,1.0
11873,7,"(45, 65]",11874.0,1.0,1.0,50.0,1.0
27857,4,"(30, 35]",27858.0,0.0,1.0,31.0,2.0
36973,5,"(35, 40]",36974.0,0.0,0.0,38.0,1.0
29640,4,"(30, 35]",29641.0,1.0,1.0,31.0,1.0
13898,9,"(70, 150]",13899.0,1.0,1.0,74.0,1.0
37139,3,"(25, 30]",37140.0,1.0,1.0,27.0,1.0
37597,4,"(30, 35]",37598.0,0.0,0.0,31.0,1.0
16024,7,"(45, 65]",16025.0,1.0,1.0,55.0,1.0
9762,7,"(45, 65]",9763.0,0.0,0.0,47.0,3.0
25731,7,"(45, 65]",25732.0,0.0,0.0,52.0,1.0
5775,7,"(45, 65]",5776.0,1.0,1.0,49.0,1.0
28175,5,"(35, 40]",28176.0,0.0,0.0,37.0,3.0
28785,3,"(25, 30]",28786.0,0.0,0.0,28.0,2.0
30642,5,"(35, 40]",30643.0,1.0,1.0,39.0,1.0
30514,4,"(30, 35]",30515.0,1.0,1.0,31.0,3.0
35600,6,"(40, 45]",35601.0,0.0,0.0,42.0,2.0
36538,2,"(20, 25]",36539.0,0.0,1.0,25.0,4.0
23817,6,"(40, 45]",23818.0,0.0,0.0,44.0,1.0
26897,4,"(30, 35]",26898.0,0.0,0.0,32.0,1.0
18042,6,"(40, 45]",18043.0,0.0,1.0,42.0,3.0
861,7,"(45, 65]",862.0,1.0,1.0,58.0,1.0
38765,5,"(35, 40]",38766.0,0.0,0.0,39.0,1.0
30690,2,"(20, 25]",30691.0,0.0,0.0,21.0,1.0
29134,9,"(70, 150]",29135.0,0.0,1.0,73.0,1.0
30080,7,"(45, 65]",30081.0,0.0,0.0,54.0,3.0
21988,7,"(45, 65]",21989.0,0.0,0.0,55.0,1.0
31203,3,"(25, 30]",31204.0,1.0,1.0,27.0,3.0
34661,7,"(45, 65]",34662.0,1.0,1.0,64.0,2.0
36013,3,"(25, 30]",36014.0,1.0,1.0,28.0,1.0
26056,5,"(35, 40]",26057.0,1.0,1.0,36.0,1.0
16410,4,"(30, 35]",16411.0,0.0,1.0,31.0,2.0
32054,4,"(30, 35]",32055.0,0.0,1.0,34.0,0.0
3019,7,"(45, 65]",3020.0,1.0,1.0,48.0,1.0
25971,7,"(45, 65]",25972.0,0.0,1.0,47.0,1.0
24155,8,"(65, 70]",24156.0,0.0,0.0,67.0,1.0
10546,6,"(40, 45]",10547.0,0.0,1.0,44.0,3.0
2552,7,"(45, 65]",2553.0,1.0,1.0,53.0,2.0
33666,2,"(20, 25]",33667.0,1.0,1.0,24.0,1.0
36749,7,"(45, 65]",36750.0,0.0,0.0,52.0,1.0
20106,8,"(65, 70]",20107.0,0.0,0.0,69.0,1.0
24351,7,"(45, 65]",24352.0,0.0,0.0,60.0,1.0
10509,5,"(35, 40]",10510.0,0.0,1.0,36.0,3.0
16415,7,"(45, 65]",16416.0,0.0,1.0,51.0,1.0
20160,9,"(70, 150]",20161.0,0.0,0.0,76.0,1.0
5046,3,"(25, 30]",5047.0,1.0,1.0,27.0,1.0
35862,7,"(45, 65]",35863.0,0.0,1.0,63.0,1.0
22549,6,"(40, 45]",22550.0,1.0,1.0,43.0,3.0
18724,7,"(45, 65]",18725.0,1.0,1.0,50.0,1.0
34852,7,"(45, 65]",34853.0,1.0,1.0,55.0,1.0
16389,8,"(65, 70]",16390.0,0.0,1.0,70.0,1.0
38466,4,"(30, 35]",38467.0,0.0,0.0,33.0,1.0
3124,3,"(25, 30]",3125.0,0.0,0.0,29.0,2.0
