,bucket_en_entier,bucket,ID,Sex,Good sex prediction,age,Age predicted
38021,7,"(45, 65]",38022.0,1.0,1.0,47.0,1.0
28554,4,"(30, 35]",28555.0,0.0,1.0,32.0,2.0
18077,3,"(25, 30]",18078.0,1.0,1.0,27.0,3.0
19757,7,"(45, 65]",19758.0,1.0,1.0,54.0,1.0
21694,7,"(45, 65]",21695.0,1.0,1.0,49.0,1.0
13715,3,"(25, 30]",13716.0,1.0,1.0,29.0,3.0
2346,5,"(35, 40]",2347.0,1.0,1.0,40.0,1.0
30765,7,"(45, 65]",30766.0,0.0,1.0,49.0,1.0
18270,5,"(35, 40]",18271.0,0.0,1.0,39.0,2.0
11219,7,"(45, 65]",11220.0,1.0,1.0,57.0,1.0
30048,2,"(20, 25]",30049.0,0.0,0.0,25.0,1.0
4428,7,"(45, 65]",4429.0,1.0,1.0,48.0,1.0
22660,7,"(45, 65]",22661.0,1.0,1.0,47.0,1.0
18988,3,"(25, 30]",18989.0,0.0,0.0,28.0,1.0
30132,2,"(20, 25]",30133.0,0.0,0.0,23.0,1.0
12228,6,"(40, 45]",12229.0,0.0,0.0,42.0,1.0
4786,5,"(35, 40]",4787.0,1.0,1.0,36.0,2.0
64,5,"(35, 40]",65.0,0.0,0.0,39.0,1.0
33236,7,"(45, 65]",33237.0,0.0,0.0,50.0,1.0
39037,3,"(25, 30]",39038.0,0.0,0.0,26.0,1.0
14570,7,"(45, 65]",14571.0,0.0,0.0,52.0,1.0
9905,6,"(40, 45]",9906.0,0.0,0.0,43.0,3.0
37531,8,"(65, 70]",37532.0,1.0,1.0,68.0,1.0
4082,7,"(45, 65]",4083.0,0.0,1.0,51.0,1.0
22414,7,"(45, 65]",22415.0,1.0,0.0,51.0,3.0
34631,2,"(20, 25]",34632.0,0.0,1.0,22.0,1.0
915,7,"(45, 65]",916.0,1.0,1.0,46.0,3.0
30340,8,"(65, 70]",30341.0,1.0,1.0,67.0,2.0
27085,7,"(45, 65]",27086.0,0.0,1.0,64.0,1.0
22517,5,"(35, 40]",22518.0,0.0,0.0,38.0,1.0
10353,3,"(25, 30]",10354.0,1.0,0.0,29.0,2.0
7019,7,"(45, 65]",7020.0,0.0,1.0,60.0,2.0
4645,7,"(45, 65]",4646.0,0.0,0.0,55.0,1.0
30822,6,"(40, 45]",30823.0,0.0,1.0,43.0,3.0
29550,7,"(45, 65]",29551.0,1.0,1.0,57.0,1.0
36455,2,"(20, 25]",36456.0,1.0,1.0,25.0,3.0
16452,6,"(40, 45]",16453.0,1.0,1.0,45.0,3.0
982,4,"(30, 35]",983.0,0.0,1.0,33.0,3.0
20184,6,"(40, 45]",20185.0,1.0,1.0,43.0,1.0
19075,6,"(40, 45]",19076.0,1.0,0.0,41.0,1.0
300,4,"(30, 35]",301.0,1.0,1.0,33.0,1.0
31915,5,"(35, 40]",31916.0,0.0,0.0,37.0,2.0
10992,3,"(25, 30]",10993.0,0.0,1.0,30.0,2.0
31342,3,"(25, 30]",31343.0,0.0,0.0,30.0,1.0
14337,7,"(45, 65]",14338.0,0.0,1.0,65.0,2.0
13402,5,"(35, 40]",13403.0,0.0,1.0,40.0,2.0
11026,7,"(45, 65]",11027.0,0.0,0.0,54.0,1.0
2967,3,"(25, 30]",2968.0,0.0,1.0,29.0,2.0
3555,5,"(35, 40]",3556.0,0.0,1.0,38.0,2.0
34868,7,"(45, 65]",34869.0,0.0,0.0,51.0,1.0
36577,7,"(45, 65]",36578.0,0.0,0.0,58.0,1.0
32406,3,"(25, 30]",32407.0,0.0,0.0,30.0,3.0
32302,5,"(35, 40]",32303.0,1.0,1.0,36.0,3.0
8675,7,"(45, 65]",8676.0,0.0,0.0,49.0,1.0
175,3,"(25, 30]",176.0,0.0,1.0,30.0,2.0
9655,5,"(35, 40]",9656.0,1.0,1.0,40.0,1.0
32800,5,"(35, 40]",32801.0,1.0,1.0,38.0,2.0
9096,7,"(45, 65]",9097.0,0.0,0.0,64.0,2.0
11414,3,"(25, 30]",11415.0,0.0,1.0,27.0,1.0
10684,6,"(40, 45]",10685.0,1.0,1.0,42.0,1.0
26017,4,"(30, 35]",26018.0,1.0,1.0,35.0,1.0
9098,1,"(18, 20]",9099.0,0.0,1.0,19.0,2.0
27079,3,"(25, 30]",27080.0,0.0,1.0,28.0,1.0
30129,4,"(30, 35]",30130.0,1.0,1.0,33.0,1.0
19954,7,"(45, 65]",19955.0,1.0,1.0,59.0,1.0
16771,8,"(65, 70]",16772.0,0.0,0.0,69.0,1.0
36623,5,"(35, 40]",36624.0,1.0,1.0,37.0,1.0
20291,5,"(35, 40]",20292.0,0.0,1.0,40.0,1.0
15592,7,"(45, 65]",15593.0,0.0,1.0,58.0,1.0
30076,7,"(45, 65]",30077.0,1.0,1.0,46.0,3.0
38178,7,"(45, 65]",38179.0,0.0,1.0,51.0,2.0
26805,5,"(35, 40]",26806.0,1.0,1.0,39.0,3.0
18824,5,"(35, 40]",18825.0,1.0,1.0,40.0,1.0
11739,4,"(30, 35]",11740.0,0.0,1.0,34.0,3.0
13771,4,"(30, 35]",13772.0,0.0,0.0,35.0,1.0
35535,3,"(25, 30]",35536.0,0.0,0.0,30.0,2.0
26984,6,"(40, 45]",26985.0,1.0,1.0,42.0,1.0
36771,3,"(25, 30]",36772.0,1.0,1.0,26.0,1.0
5447,7,"(45, 65]",5448.0,0.0,1.0,63.0,1.0
27076,7,"(45, 65]",27077.0,1.0,1.0,47.0,1.0
36003,3,"(25, 30]",36004.0,1.0,1.0,26.0,1.0
12692,4,"(30, 35]",12693.0,1.0,1.0,33.0,1.0
34822,7,"(45, 65]",34823.0,1.0,1.0,52.0,1.0
4797,5,"(35, 40]",4798.0,1.0,1.0,38.0,0.0
37058,7,"(45, 65]",37059.0,0.0,1.0,55.0,1.0
15897,6,"(40, 45]",15898.0,1.0,1.0,45.0,1.0
8943,5,"(35, 40]",8944.0,1.0,1.0,37.0,2.0
33962,2,"(20, 25]",33963.0,0.0,0.0,24.0,1.0
8109,7,"(45, 65]",8110.0,0.0,0.0,48.0,1.0
12374,7,"(45, 65]",12375.0,1.0,1.0,64.0,1.0
5044,6,"(40, 45]",5045.0,0.0,1.0,42.0,3.0
4583,7,"(45, 65]",4584.0,1.0,1.0,50.0,1.0
36887,4,"(30, 35]",36888.0,0.0,1.0,35.0,4.0
21696,7,"(45, 65]",21697.0,0.0,1.0,62.0,1.0
3506,8,"(65, 70]",3507.0,1.0,1.0,68.0,2.0
29770,4,"(30, 35]",29771.0,1.0,1.0,33.0,3.0
18447,5,"(35, 40]",18448.0,1.0,1.0,40.0,1.0
21968,5,"(35, 40]",21969.0,0.0,1.0,40.0,1.0
33107,7,"(45, 65]",33108.0,0.0,0.0,47.0,1.0
36848,6,"(40, 45]",36849.0,1.0,1.0,42.0,1.0
38161,7,"(45, 65]",38162.0,1.0,1.0,59.0,3.0
4601,7,"(45, 65]",4602.0,1.0,1.0,50.0,2.0
31769,9,"(70, 150]",31770.0,1.0,1.0,71.0,3.0
37514,5,"(35, 40]",37515.0,0.0,0.0,37.0,1.0
33247,7,"(45, 65]",33248.0,1.0,1.0,62.0,1.0
38859,7,"(45, 65]",38860.0,1.0,1.0,59.0,3.0
36829,2,"(20, 25]",36830.0,1.0,1.0,24.0,3.0
9925,9,"(70, 150]",9926.0,0.0,0.0,75.0,3.0
48,3,"(25, 30]",49.0,0.0,0.0,27.0,1.0
15042,8,"(65, 70]",15043.0,0.0,1.0,70.0,1.0
6761,3,"(25, 30]",6762.0,1.0,1.0,26.0,1.0
21862,7,"(45, 65]",21863.0,0.0,0.0,56.0,1.0
2088,7,"(45, 65]",2089.0,1.0,1.0,55.0,1.0
30774,7,"(45, 65]",30775.0,0.0,0.0,53.0,1.0
15924,4,"(30, 35]",15925.0,1.0,1.0,35.0,3.0
13659,7,"(45, 65]",13660.0,1.0,1.0,61.0,3.0
28819,2,"(20, 25]",28820.0,0.0,1.0,23.0,1.0
10347,9,"(70, 150]",10348.0,1.0,1.0,73.0,1.0
30869,7,"(45, 65]",30870.0,0.0,1.0,46.0,3.0
12620,4,"(30, 35]",12621.0,1.0,0.0,33.0,3.0
1427,3,"(25, 30]",1428.0,0.0,1.0,28.0,2.0
22133,2,"(20, 25]",22134.0,0.0,1.0,21.0,1.0
34039,7,"(45, 65]",34040.0,0.0,0.0,54.0,1.0
28154,7,"(45, 65]",28155.0,1.0,1.0,62.0,1.0
31003,8,"(65, 70]",31004.0,1.0,1.0,68.0,1.0
28162,3,"(25, 30]",28163.0,0.0,1.0,27.0,0.0
18669,7,"(45, 65]",18670.0,1.0,1.0,62.0,1.0
8666,7,"(45, 65]",8667.0,1.0,1.0,48.0,3.0
36786,5,"(35, 40]",36787.0,0.0,1.0,40.0,2.0
13566,7,"(45, 65]",13567.0,0.0,1.0,59.0,1.0
25006,7,"(45, 65]",25007.0,1.0,1.0,57.0,2.0
26212,7,"(45, 65]",26213.0,1.0,1.0,63.0,1.0
7339,2,"(20, 25]",7340.0,0.0,0.0,21.0,2.0
35984,5,"(35, 40]",35985.0,1.0,1.0,40.0,1.0
10354,6,"(40, 45]",10355.0,1.0,1.0,44.0,3.0
15704,3,"(25, 30]",15705.0,0.0,1.0,26.0,3.0
3540,7,"(45, 65]",3541.0,0.0,1.0,48.0,1.0
14632,8,"(65, 70]",14633.0,0.0,0.0,69.0,1.0
31802,7,"(45, 65]",31803.0,1.0,1.0,56.0,1.0
26825,3,"(25, 30]",26826.0,1.0,1.0,26.0,2.0
23935,3,"(25, 30]",23936.0,0.0,1.0,29.0,3.0
11292,7,"(45, 65]",11293.0,0.0,0.0,53.0,2.0
10535,5,"(35, 40]",10536.0,1.0,1.0,38.0,2.0
2252,4,"(30, 35]",2253.0,1.0,1.0,31.0,2.0
14823,5,"(35, 40]",14824.0,0.0,0.0,37.0,3.0
6746,7,"(45, 65]",6747.0,0.0,0.0,47.0,1.0
27378,5,"(35, 40]",27379.0,1.0,1.0,40.0,1.0
24715,7,"(45, 65]",24716.0,1.0,1.0,65.0,1.0
26628,5,"(35, 40]",26629.0,0.0,1.0,37.0,3.0
4546,7,"(45, 65]",4547.0,0.0,1.0,60.0,1.0
25932,7,"(45, 65]",25933.0,1.0,1.0,47.0,1.0
24860,8,"(65, 70]",24861.0,0.0,0.0,68.0,3.0
25102,7,"(45, 65]",25103.0,0.0,1.0,58.0,1.0
5900,7,"(45, 65]",5901.0,0.0,1.0,58.0,1.0
27816,7,"(45, 65]",27817.0,0.0,1.0,48.0,1.0
18718,4,"(30, 35]",18719.0,0.0,1.0,31.0,1.0
2956,6,"(40, 45]",2957.0,1.0,1.0,43.0,3.0
28346,5,"(35, 40]",28347.0,0.0,0.0,37.0,1.0
3033,7,"(45, 65]",3034.0,0.0,0.0,55.0,1.0
31102,7,"(45, 65]",31103.0,1.0,1.0,60.0,1.0
34176,9,"(70, 150]",34177.0,1.0,1.0,73.0,1.0
25616,7,"(45, 65]",25617.0,1.0,1.0,49.0,1.0
27965,6,"(40, 45]",27966.0,0.0,1.0,43.0,1.0
25140,9,"(70, 150]",25141.0,0.0,0.0,74.0,3.0
25955,6,"(40, 45]",25956.0,1.0,1.0,42.0,1.0
35675,7,"(45, 65]",35676.0,1.0,1.0,64.0,3.0
5173,7,"(45, 65]",5174.0,1.0,1.0,53.0,3.0
25391,7,"(45, 65]",25392.0,1.0,1.0,62.0,1.0
32350,5,"(35, 40]",32351.0,1.0,1.0,38.0,1.0
31807,5,"(35, 40]",31808.0,0.0,0.0,40.0,1.0
31818,3,"(25, 30]",31819.0,0.0,1.0,27.0,3.0
5961,7,"(45, 65]",5962.0,1.0,1.0,63.0,3.0
29028,6,"(40, 45]",29029.0,1.0,0.0,42.0,1.0
4649,7,"(45, 65]",4650.0,1.0,1.0,50.0,1.0
31171,7,"(45, 65]",31172.0,0.0,0.0,49.0,2.0
23010,7,"(45, 65]",23011.0,0.0,1.0,56.0,1.0
35570,9,"(70, 150]",35571.0,1.0,1.0,88.0,1.0
38107,7,"(45, 65]",38108.0,0.0,0.0,54.0,1.0
22147,7,"(45, 65]",22148.0,0.0,0.0,47.0,3.0
26629,8,"(65, 70]",26630.0,1.0,1.0,66.0,2.0
37950,4,"(30, 35]",37951.0,0.0,0.0,31.0,1.0
16271,7,"(45, 65]",16272.0,0.0,1.0,65.0,3.0
38891,7,"(45, 65]",38892.0,1.0,1.0,53.0,3.0
27594,5,"(35, 40]",27595.0,1.0,1.0,39.0,3.0
13692,8,"(65, 70]",13693.0,0.0,0.0,66.0,1.0
17305,7,"(45, 65]",17306.0,0.0,0.0,60.0,1.0
11801,5,"(35, 40]",11802.0,0.0,0.0,40.0,1.0
8552,7,"(45, 65]",8553.0,0.0,1.0,62.0,1.0
35563,7,"(45, 65]",35564.0,1.0,1.0,53.0,3.0
19939,1,"(18, 20]",19940.0,1.0,1.0,19.0,3.0
5304,7,"(45, 65]",5305.0,1.0,1.0,64.0,1.0
39002,7,"(45, 65]",39003.0,0.0,0.0,50.0,3.0
34486,3,"(25, 30]",34487.0,1.0,1.0,26.0,3.0
33187,2,"(20, 25]",33188.0,0.0,0.0,24.0,3.0
22042,5,"(35, 40]",22043.0,0.0,1.0,40.0,1.0
22634,9,"(70, 150]",22635.0,0.0,0.0,71.0,1.0
7676,7,"(45, 65]",7677.0,1.0,1.0,52.0,1.0
25430,7,"(45, 65]",25431.0,0.0,1.0,54.0,3.0
3881,7,"(45, 65]",3882.0,1.0,0.0,52.0,3.0
32690,2,"(20, 25]",32691.0,0.0,0.0,25.0,1.0
31224,7,"(45, 65]",31225.0,0.0,1.0,55.0,1.0
31193,6,"(40, 45]",31194.0,1.0,1.0,45.0,3.0
20821,6,"(40, 45]",20822.0,1.0,1.0,44.0,1.0
25206,4,"(30, 35]",25207.0,0.0,0.0,35.0,1.0
38573,7,"(45, 65]",38574.0,1.0,1.0,58.0,2.0
24005,5,"(35, 40]",24006.0,0.0,1.0,38.0,2.0
13810,7,"(45, 65]",13811.0,0.0,0.0,56.0,1.0
18459,8,"(65, 70]",18460.0,0.0,1.0,67.0,1.0
3127,5,"(35, 40]",3128.0,0.0,1.0,40.0,2.0
20492,7,"(45, 65]",20493.0,1.0,1.0,60.0,1.0
9136,7,"(45, 65]",9137.0,0.0,0.0,55.0,1.0
25718,9,"(70, 150]",25719.0,0.0,0.0,75.0,1.0
24580,6,"(40, 45]",24581.0,0.0,1.0,43.0,3.0
37823,7,"(45, 65]",37824.0,0.0,0.0,63.0,1.0
4582,7,"(45, 65]",4583.0,1.0,0.0,50.0,3.0
14190,5,"(35, 40]",14191.0,0.0,0.0,37.0,3.0
24221,3,"(25, 30]",24222.0,0.0,1.0,30.0,1.0
21985,6,"(40, 45]",21986.0,1.0,1.0,44.0,1.0
28904,7,"(45, 65]",28905.0,1.0,1.0,55.0,1.0
5860,7,"(45, 65]",5861.0,1.0,1.0,64.0,1.0
25653,5,"(35, 40]",25654.0,0.0,0.0,39.0,1.0
32269,2,"(20, 25]",32270.0,1.0,1.0,21.0,2.0
25177,4,"(30, 35]",25178.0,1.0,0.0,34.0,1.0
12158,7,"(45, 65]",12159.0,0.0,1.0,65.0,2.0
21373,3,"(25, 30]",21374.0,0.0,1.0,27.0,1.0
27197,7,"(45, 65]",27198.0,1.0,1.0,59.0,2.0
5333,7,"(45, 65]",5334.0,0.0,0.0,62.0,1.0
18996,7,"(45, 65]",18997.0,0.0,0.0,65.0,1.0
12465,7,"(45, 65]",12466.0,1.0,1.0,46.0,3.0
19758,3,"(25, 30]",19759.0,0.0,0.0,29.0,1.0
6344,5,"(35, 40]",6345.0,0.0,1.0,40.0,1.0
20461,3,"(25, 30]",20462.0,1.0,1.0,27.0,2.0
18484,5,"(35, 40]",18485.0,0.0,1.0,37.0,1.0
3873,7,"(45, 65]",3874.0,1.0,1.0,52.0,1.0
7129,7,"(45, 65]",7130.0,1.0,1.0,47.0,2.0
5181,4,"(30, 35]",5182.0,0.0,1.0,32.0,2.0
6160,5,"(35, 40]",6161.0,0.0,1.0,36.0,3.0
14606,7,"(45, 65]",14607.0,1.0,1.0,55.0,1.0
18528,9,"(70, 150]",18529.0,0.0,0.0,86.0,1.0
7420,5,"(35, 40]",7421.0,0.0,1.0,40.0,2.0
21244,3,"(25, 30]",21245.0,0.0,1.0,29.0,1.0
6398,7,"(45, 65]",6399.0,0.0,0.0,48.0,1.0
32866,2,"(20, 25]",32867.0,1.0,0.0,23.0,1.0
23219,5,"(35, 40]",23220.0,1.0,0.0,38.0,2.0
27122,7,"(45, 65]",27123.0,0.0,1.0,47.0,1.0
10662,6,"(40, 45]",10663.0,1.0,1.0,43.0,1.0
4374,7,"(45, 65]",4375.0,0.0,0.0,65.0,1.0
38392,7,"(45, 65]",38393.0,0.0,0.0,58.0,1.0
8332,7,"(45, 65]",8333.0,1.0,1.0,52.0,2.0
12335,7,"(45, 65]",12336.0,1.0,1.0,50.0,3.0
18521,7,"(45, 65]",18522.0,0.0,0.0,48.0,1.0
1662,7,"(45, 65]",1663.0,0.0,1.0,47.0,1.0
24987,0,"(14, 18]",24988.0,1.0,1.0,18.0,2.0
24857,6,"(40, 45]",24858.0,1.0,1.0,44.0,1.0
15243,7,"(45, 65]",15244.0,1.0,1.0,48.0,1.0
37223,6,"(40, 45]",37224.0,1.0,1.0,44.0,2.0
5910,6,"(40, 45]",5911.0,1.0,1.0,42.0,1.0
14355,7,"(45, 65]",14356.0,0.0,0.0,49.0,1.0
12281,7,"(45, 65]",12282.0,0.0,0.0,58.0,1.0
29961,2,"(20, 25]",29962.0,1.0,1.0,22.0,3.0
27665,9,"(70, 150]",27666.0,1.0,1.0,75.0,3.0
13851,7,"(45, 65]",13852.0,1.0,1.0,47.0,1.0
23348,5,"(35, 40]",23349.0,1.0,0.0,37.0,1.0
25501,7,"(45, 65]",25502.0,1.0,1.0,51.0,2.0
38495,4,"(30, 35]",38496.0,1.0,1.0,33.0,1.0
27982,9,"(70, 150]",27983.0,1.0,1.0,74.0,0.0
33457,7,"(45, 65]",33458.0,0.0,0.0,58.0,1.0
23735,3,"(25, 30]",23736.0,1.0,1.0,28.0,2.0
4603,7,"(45, 65]",4604.0,0.0,1.0,60.0,2.0
4863,1,"(18, 20]",4864.0,1.0,1.0,20.0,2.0
29394,5,"(35, 40]",29395.0,1.0,1.0,40.0,3.0
30563,8,"(65, 70]",30564.0,1.0,0.0,68.0,1.0
25555,6,"(40, 45]",25556.0,0.0,0.0,44.0,1.0
13954,4,"(30, 35]",13955.0,0.0,1.0,34.0,1.0
3186,4,"(30, 35]",3187.0,0.0,1.0,35.0,1.0
11018,7,"(45, 65]",11019.0,0.0,0.0,51.0,3.0
22471,4,"(30, 35]",22472.0,0.0,0.0,31.0,1.0
35512,8,"(65, 70]",35513.0,1.0,1.0,67.0,1.0
35849,5,"(35, 40]",35850.0,0.0,1.0,39.0,1.0
32105,7,"(45, 65]",32106.0,1.0,1.0,53.0,3.0
2719,3,"(25, 30]",2720.0,0.0,1.0,26.0,2.0
38503,7,"(45, 65]",38504.0,1.0,1.0,57.0,3.0
18592,7,"(45, 65]",18593.0,0.0,1.0,46.0,1.0
29092,1,"(18, 20]",29093.0,0.0,1.0,19.0,1.0
36863,3,"(25, 30]",36864.0,0.0,1.0,29.0,1.0
23020,4,"(30, 35]",23021.0,0.0,1.0,35.0,0.0
19616,7,"(45, 65]",19617.0,1.0,1.0,65.0,1.0
34948,7,"(45, 65]",34949.0,1.0,1.0,61.0,1.0
20221,5,"(35, 40]",20222.0,1.0,1.0,39.0,1.0
23826,7,"(45, 65]",23827.0,0.0,0.0,52.0,1.0
7142,5,"(35, 40]",7143.0,0.0,1.0,36.0,2.0
8424,9,"(70, 150]",8425.0,0.0,0.0,76.0,1.0
35462,7,"(45, 65]",35463.0,1.0,1.0,51.0,0.0
15261,4,"(30, 35]",15262.0,0.0,1.0,35.0,3.0
33981,8,"(65, 70]",33982.0,1.0,1.0,70.0,1.0
20501,5,"(35, 40]",20502.0,1.0,1.0,40.0,1.0
25540,6,"(40, 45]",25541.0,0.0,0.0,44.0,3.0
23410,7,"(45, 65]",23411.0,1.0,1.0,56.0,1.0
36272,5,"(35, 40]",36273.0,1.0,1.0,37.0,2.0
11713,5,"(35, 40]",11714.0,0.0,0.0,37.0,1.0
17955,7,"(45, 65]",17956.0,1.0,1.0,52.0,1.0
5926,6,"(40, 45]",5927.0,0.0,1.0,42.0,2.0
30559,3,"(25, 30]",30560.0,0.0,1.0,27.0,1.0
5191,6,"(40, 45]",5192.0,0.0,0.0,45.0,1.0
10037,7,"(45, 65]",10038.0,0.0,0.0,55.0,2.0
29641,2,"(20, 25]",29642.0,0.0,1.0,21.0,1.0
29521,8,"(65, 70]",29522.0,0.0,0.0,68.0,1.0
12613,7,"(45, 65]",12614.0,1.0,1.0,56.0,1.0
22500,2,"(20, 25]",22501.0,0.0,1.0,22.0,1.0
33256,7,"(45, 65]",33257.0,0.0,1.0,50.0,1.0
21106,4,"(30, 35]",21107.0,1.0,0.0,32.0,2.0
28472,3,"(25, 30]",28473.0,1.0,1.0,30.0,2.0
1610,6,"(40, 45]",1611.0,1.0,1.0,45.0,1.0
25485,4,"(30, 35]",25486.0,1.0,1.0,33.0,1.0
17095,7,"(45, 65]",17096.0,1.0,1.0,48.0,2.0
14472,6,"(40, 45]",14473.0,0.0,1.0,42.0,2.0
37163,7,"(45, 65]",37164.0,1.0,0.0,46.0,1.0
19760,9,"(70, 150]",19761.0,1.0,1.0,71.0,1.0
25079,6,"(40, 45]",25080.0,1.0,1.0,41.0,2.0
8183,7,"(45, 65]",8184.0,0.0,0.0,58.0,1.0
13981,7,"(45, 65]",13982.0,0.0,0.0,53.0,1.0
8635,7,"(45, 65]",8636.0,1.0,1.0,61.0,1.0
23927,9,"(70, 150]",23928.0,1.0,1.0,76.0,1.0
4999,7,"(45, 65]",5000.0,1.0,1.0,57.0,1.0
922,7,"(45, 65]",923.0,0.0,1.0,49.0,3.0
18751,7,"(45, 65]",18752.0,0.0,0.0,59.0,1.0
31320,8,"(65, 70]",31321.0,0.0,0.0,70.0,2.0
21649,5,"(35, 40]",21650.0,1.0,1.0,39.0,1.0
28714,2,"(20, 25]",28715.0,0.0,1.0,23.0,1.0
37433,4,"(30, 35]",37434.0,1.0,1.0,31.0,1.0
31213,7,"(45, 65]",31214.0,1.0,1.0,51.0,1.0
13313,5,"(35, 40]",13314.0,0.0,1.0,39.0,3.0
5787,3,"(25, 30]",5788.0,0.0,0.0,28.0,1.0
38432,2,"(20, 25]",38433.0,0.0,1.0,21.0,1.0
6941,7,"(45, 65]",6942.0,0.0,0.0,53.0,1.0
102,6,"(40, 45]",103.0,1.0,1.0,41.0,2.0
20130,7,"(45, 65]",20131.0,0.0,0.0,50.0,1.0
23948,5,"(35, 40]",23949.0,0.0,0.0,38.0,1.0
25658,7,"(45, 65]",25659.0,1.0,1.0,64.0,3.0
18320,2,"(20, 25]",18321.0,0.0,1.0,25.0,2.0
672,6,"(40, 45]",673.0,1.0,1.0,45.0,2.0
25804,2,"(20, 25]",25805.0,0.0,0.0,24.0,3.0
7109,7,"(45, 65]",7110.0,1.0,1.0,50.0,1.0
34201,7,"(45, 65]",34202.0,0.0,0.0,50.0,3.0
13013,4,"(30, 35]",13014.0,0.0,1.0,33.0,3.0
15740,5,"(35, 40]",15741.0,1.0,1.0,37.0,1.0
32027,7,"(45, 65]",32028.0,1.0,0.0,53.0,0.0
25794,7,"(45, 65]",25795.0,1.0,1.0,64.0,2.0
5103,3,"(25, 30]",5104.0,1.0,1.0,26.0,3.0
24188,7,"(45, 65]",24189.0,1.0,1.0,65.0,2.0
38260,3,"(25, 30]",38261.0,1.0,1.0,28.0,1.0
1566,7,"(45, 65]",1567.0,0.0,0.0,65.0,1.0
16456,6,"(40, 45]",16457.0,0.0,1.0,44.0,0.0
18585,7,"(45, 65]",18586.0,0.0,1.0,62.0,1.0
21823,7,"(45, 65]",21824.0,1.0,1.0,60.0,3.0
5988,7,"(45, 65]",5989.0,0.0,1.0,50.0,1.0
32538,7,"(45, 65]",32539.0,1.0,1.0,50.0,1.0
24150,6,"(40, 45]",24151.0,1.0,1.0,41.0,3.0
18364,7,"(45, 65]",18365.0,0.0,0.0,52.0,2.0
36139,3,"(25, 30]",36140.0,0.0,1.0,30.0,1.0
3322,7,"(45, 65]",3323.0,1.0,1.0,54.0,1.0
30966,4,"(30, 35]",30967.0,1.0,1.0,31.0,3.0
36318,3,"(25, 30]",36319.0,0.0,1.0,28.0,1.0
35815,7,"(45, 65]",35816.0,0.0,0.0,46.0,1.0
34823,7,"(45, 65]",34824.0,0.0,0.0,54.0,1.0
11350,4,"(30, 35]",11351.0,0.0,1.0,31.0,2.0
19787,6,"(40, 45]",19788.0,1.0,1.0,43.0,1.0
32759,2,"(20, 25]",32760.0,0.0,0.0,22.0,1.0
24584,2,"(20, 25]",24585.0,0.0,1.0,21.0,2.0
7363,7,"(45, 65]",7364.0,1.0,1.0,65.0,1.0
34236,5,"(35, 40]",34237.0,0.0,0.0,36.0,3.0
24367,6,"(40, 45]",24368.0,0.0,1.0,44.0,1.0
25395,2,"(20, 25]",25396.0,1.0,1.0,23.0,1.0
9786,6,"(40, 45]",9787.0,0.0,0.0,45.0,1.0
20771,7,"(45, 65]",20772.0,1.0,0.0,49.0,2.0
32135,3,"(25, 30]",32136.0,1.0,1.0,27.0,2.0
14140,7,"(45, 65]",14141.0,0.0,0.0,65.0,1.0
33910,3,"(25, 30]",33911.0,1.0,1.0,30.0,1.0
32933,7,"(45, 65]",32934.0,0.0,0.0,65.0,3.0
5922,5,"(35, 40]",5923.0,0.0,1.0,36.0,3.0
24667,5,"(35, 40]",24668.0,1.0,1.0,36.0,3.0
36128,7,"(45, 65]",36129.0,1.0,1.0,57.0,1.0
33420,3,"(25, 30]",33421.0,1.0,1.0,30.0,1.0
23871,7,"(45, 65]",23872.0,0.0,0.0,62.0,1.0
16694,7,"(45, 65]",16695.0,1.0,1.0,59.0,1.0
25091,7,"(45, 65]",25092.0,0.0,1.0,46.0,1.0
10888,7,"(45, 65]",10889.0,0.0,0.0,58.0,1.0
12766,6,"(40, 45]",12767.0,0.0,1.0,42.0,3.0
20829,6,"(40, 45]",20830.0,0.0,0.0,43.0,1.0
10414,4,"(30, 35]",10415.0,0.0,0.0,32.0,3.0
14986,6,"(40, 45]",14987.0,0.0,0.0,42.0,3.0
31519,3,"(25, 30]",31520.0,0.0,1.0,26.0,1.0
14026,5,"(35, 40]",14027.0,1.0,1.0,40.0,2.0
10933,1,"(18, 20]",10934.0,1.0,1.0,20.0,1.0
6660,4,"(30, 35]",6661.0,1.0,1.0,31.0,3.0
29180,7,"(45, 65]",29181.0,1.0,1.0,64.0,1.0
2281,8,"(65, 70]",2282.0,0.0,1.0,67.0,1.0
2437,4,"(30, 35]",2438.0,0.0,0.0,35.0,1.0
13930,7,"(45, 65]",13931.0,0.0,0.0,54.0,1.0
30520,7,"(45, 65]",30521.0,0.0,0.0,49.0,2.0
25131,7,"(45, 65]",25132.0,1.0,0.0,63.0,1.0
37766,4,"(30, 35]",37767.0,1.0,1.0,31.0,1.0
10165,7,"(45, 65]",10166.0,0.0,1.0,46.0,2.0
6322,7,"(45, 65]",6323.0,1.0,0.0,49.0,3.0
10190,6,"(40, 45]",10191.0,0.0,1.0,42.0,2.0
9893,6,"(40, 45]",9894.0,1.0,1.0,44.0,3.0
27961,7,"(45, 65]",27962.0,1.0,1.0,61.0,1.0
18213,6,"(40, 45]",18214.0,0.0,0.0,43.0,1.0
8377,4,"(30, 35]",8378.0,0.0,1.0,34.0,3.0
20716,3,"(25, 30]",20717.0,0.0,0.0,28.0,1.0
23818,7,"(45, 65]",23819.0,1.0,1.0,61.0,3.0
